number of clients,skew type,normalization,dataset,seed,stopped_epoch,test_loss,test_mae,test_r2,validation_loss,validation_r2
10,label_5.0,instance_norm,Parkinson’s,1,7,113.92694854736328,8.171985278,-0.00082391,110.95513916015624,0.047180295859477694
10,label_5.0,group_norm,Parkinson’s,1,57,87.05445098876953,7.084205639366156,0.23524554217456584,82.93362426757812,0.2878129811771868
10,label_5.0,layer_norm,Parkinson’s,1,21,107.42391204833984,7.940382019533383,0.056303887,107.09700012207033,0.080311683
10,label_5.0,batch_norm,Parkinson’s,1,44,74.79907227,6.856457939462751,0.3429062846607256,68.71221923828125,0.4099383550493112
10,label_5.0,local_min_max,Parkinson’s,1,92,47.38228225708008,5.132950386036956,0.5837568351537856,48.06705093383789,0.5872273610632646
10,label_5.0,local_z_score,Parkinson’s,1,86,28.93314743041992,4.015444851480339,0.7458285691164397,24.983949661254883,0.7854520055028177
10,label_5.0,federated_yeo_johnson,Parkinson’s,1,80,27.427913665771484,3.89002776,0.7590517923485215,25.724668502807617,0.7790911514395764
10,label_5.0,local_yeo_johnson,Parkinson’s,1,67,39.564823150634766,4.678273111985021,0.6524314775123974,35.12266540527344,0.6983864880574178
10,default,default,Parkinson’s,1,2,168.3836212158203,10.154377728353436,-0.479213835,157.98651123046875,-0.356698707
10,default,federated_robust_scaling,Parkinson’s,1,84,28.489063262939453,3.989366061682348,0.7497297905132925,29.33300209,0.7481048926447286
10,default,federated_min_max,Parkinson’s,1,23,84.33507537841797,7.2002091973632405,0.25913448917549164,82.85871124267578,0.2884564578156603
10,default,federated_z_score,Parkinson’s,1,83,25.87403678894043,3.7487098637775182,0.7727022068441302,22.892148971557617,0.8034152073906637
10,default,local_robust_scaling,Parkinson’s,1,84,31.554950714111328,4.189102093217074,0.7227965849078828,30.993127822875977,0.7338486238122544
10,default,instance_norm,Parkinson’s,1,20,105.77336120605467,7.897049760468232,0.070804032,108.51136779785156,0.068165962
10,default,group_norm,Parkinson’s,1,8,111.69334411621094,8.103093444566655,0.018798068501937437,111.04258728027344,0.046429122
10,default,layer_norm,Parkinson’s,1,21,99.39774322509766,7.742986516833162,0.12681203962065268,101.87030029296876,0.12519576832513055
10,default,batch_norm,Parkinson’s,1,38,75.35283660888672,6.709344500008507,0.33804143595318226,69.55113983154297,0.4027341356455314
10,default,local_min_max,Parkinson’s,1,92,49.45750045776367,5.248748615264242,0.5655265654087855,45.465362548828125,0.6095692530401087
10,default,local_z_score,Parkinson’s,1,68,39.849639892578125,4.819079889083824,0.6499295207945964,34.742950439453125,0.7016472460034052
10,default,federated_yeo_johnson,Parkinson’s,1,61,38.341915130615234,4.697371353021933,0.6631745905093573,34.589290618896484,0.7029667653953531
10,default,local_yeo_johnson,Parkinson’s,1,37,51.69068527,5.457766491712878,0.5459084112237546,48.94591141,0.579680287
